4120,減給,1571,"light-verb -suru attached",genkyuu,"pay cut"
4121,食物,1569,"general noun",syokumotu,food
4122,内面,1569,"general noun",naimen,inside
4123,生体,1568,"general noun",seitai,organism
4124,中世,1568,"general noun",tyuusei,"Middle Ages"
4125,一新,1567,"light-verb -suru attached",issin,"complete change"
4126,期日,1567,"general noun",kizitu,"fixed date"
4127,区長,1567,"general noun",kutyoo,"head of a ward"
4128,対案,1565,"general noun",taian,counter-proposal
4129,参与,1564,"light-verb -suru attached",sanyo,participation
4130,主戦,1564,"general noun",syusen,"advocacy of war"
4131,適応,1564,"light-verb -suru attached",tekioo,adaptation
4132,到来,1564,"light-verb -suru attached",toorai,arrival
4133,民俗,1564,"general noun",minzoku,"folk customs"
4134,水域,1563,"general noun",suiiki,waters
4135,反則,1563,"light-verb -suru attached",hansoku,"foul play"
4136,絶賛,1562,"light-verb -suru attached",zessan,"high praise"
4137,航行,1561,"light-verb -suru attached",kookoo,cruise
4138,寺院,1561,"general noun",ziin,temple
4139,西口,1561,"general noun",nisiguti,"west entrance"
4140,動脈,1560,"general noun",doomyaku,artery
4141,自発,1559,"general noun",zihatu,spontaneous
4142,警鐘,1558,"general noun",keisyoo,"alarm bell"
4143,兆候,1558,"general noun",tyookoo,sign
4144,老朽,1558,"general noun",rookyuu,superannuated
4145,施工,1557,"light-verb -suru attached",sikoo,construction
4146,受領,1557,"light-verb -suru attached",zyuryoo,receipt
4147,開通,1556,"light-verb -suru attached",kaituu,opening
4148,就学,1556,"light-verb -suru attached",syuugaku,"entering school"
4149,山間,1555,"general noun",sankan,"among the mountains"
4150,外側,1554,"general noun",sotogawa,exterior
4151,処置,1554,"light-verb -suru attached",syoti,treatment
4152,所蔵,1554,"light-verb -suru attached",syozoo,possession
4153,議連,1553,"general noun",giren,"Diet members' caucus"
4154,後部,1553,"general noun",koobu,rear
4155,宣告,1553,"light-verb -suru attached",senkoku,sentence
4156,凡退,1553,"light-verb -suru attached",bontai,"out in 1-2-3 order"
4157,今夜,1552,"possible to use as an adverb",konya,"this evening"
4158,有数,1552,"general noun",yuusuu,prominent
4159,在留,1550,"light-verb -suru attached",zairyuu,stay
4160,高砂,1549,"general noun",takasago,"double-lined fusilier"
4161,付着,1549,"light-verb -suru attached",hutyaku,"sticking to"
4162,公費,1548,"general noun",koohi,"public expenditure"
4163,礼拝,1548,"light-verb -suru attached",reihai,worship
4164,人脈,1547,"general noun",zinmyaku,"personal connections"
4165,機長,1544,"general noun",kityoo,pilot
4166,人体,1544,"general noun",zintai,"human body"
4167,断行,1543,"light-verb -suru attached",dankoo,"decisive action"
4168,名所,1543,"general noun",meisyo,"famous place"
4169,物事,1542,"general noun",monogoto,things
4170,追随,1540,"light-verb -suru attached",tuizui,follow
4171,機内,1539,"general noun",kinai,"inside a plane"
4172,即日,1539,"possible to use as an adverb",sokuzitu,"same day"
4173,寄贈,1538,"light-verb -suru attached",kizoo,donation
4174,極右,1538,"general noun",kyokuu,"extreme right"
4175,単価,1538,"general noun",tanka,"unit price"
4176,聖戦,1537,"general noun",seisen,"holy war"
4177,全治,1537,"light-verb -suru attached",zenti,"complete recovery"
4178,送球,1537,"light-verb -suru attached",sookyuu,"throwing a ball"
4179,乳児,1537,"general noun",nyuuzi,infant
4180,鶏肉,1536,"general noun",keiniku,"chicken meat"
4181,性質,1534,"general noun",seisitu,nature
4182,闘病,1534,"light-verb -suru attached",toobyoo,"fighting against an illness"
4183,園児,1532,"general noun",enzi,"kindergarten pupil"
4184,雑貨,1532,"general noun",zakka,"miscellaneous goods"
4185,組閣,1532,"light-verb -suru attached",sokaku,"formation of a cabinet"
4186,体外,1531,"general noun",taigai,ectogenesis
4187,明暗,1531,"general noun",meian,"light and darkness"
4188,公算,1530,"general noun",koosan,probability
4189,航海,1529,"light-verb -suru attached",kookai,sail
4190,地味,1528,"adjectival noun, na-adjective",zimi,plain
4191,遂行,1527,"light-verb -suru attached",suikoo,accomplishment
4192,民法,1525,"general noun",minpoo,"civil law"
4193,踏襲,1524,"light-verb -suru attached",toosyuu,following
4194,受諾,1523,"light-verb -suru attached",zyudaku,acceptance
4195,居間,1522,"general noun",ima,"living room"
4196,殿堂,1522,"general noun",dendoo,palace
4197,山積,1521,"light-verb -suru attached",sanseki,"lying in piles"
4198,最少,1520,"general noun",saisyoo,fewest
4199,組長,1519,"general noun",kumityoo,boss
4200,辞表,1518,"general noun",zihyoo,"letter of resignation"
4201,特派,1518,"light-verb -suru attached",tokuha,"send specially"
4202,過激,1517,"adjectival noun, na-adjective",kageki,extreme
4203,空席,1517,"general noun",kuuseki,vacancy
4204,利率,1516,"general noun",riritu,"interest rate"
4205,自律,1515,"light-verb -suru attached",ziritu,autonomy
4206,撲滅,1515,"light-verb -suru attached",bokumetu,extermination
4207,外観,1514,"general noun",gaikan,appearance
4208,規範,1513,"general noun",kihan,model
4209,昆虫,1513,"general noun",kontyuu,insect
4210,貯蔵,1512,"light-verb -suru attached",tyozoo,storage
4211,暴露,1512,"light-verb -suru attached",bakuro,disclosure
4212,未知,1512,"general noun",miti,"not yet known"
4213,類似,1512,"light-verb -suru attached",ruizi,resemblance
4214,客室,1509,"general noun",kyakusitu,"guest room"
4215,作文,1509,"light-verb -suru attached",sakubun,writing
4216,名物,1509,"general noun",meibutu,"famous product"
4217,浄化,1508,"light-verb -suru attached",zyooka,purification
4218,広大,1506,"adjectival noun, na-adjective",koodai,huge
4219,闘志,1506,"general noun",toosi,"fighting spirit"
4220,特色,1506,"general noun",tokusyoku,characteristic
4221,用地,1506,"general noun",yooti,site
4222,救命,1505,"light-verb -suru attached",kyuumei,lifesaving
4223,興国,1505,"general noun",kookoku,"making a country prosperous"
4224,阻害,1505,"light-verb -suru attached",sogai,obstruction
4225,恐竜,1503,"general noun",kyooryuu,dinosaur
4226,郷土,1503,"general noun",kyoodo,"native place"
4227,手首,1503,"general noun",tekubi,wrist
4228,横行,1502,"light-verb -suru attached",ookoo,"walking sideways"
4229,建国,1502,"light-verb -suru attached",kenkoku,"founding of a nation"
4230,集積,1501,"light-verb -suru attached",syuuseki,accumulation
4231,風速,1500,"general noun",huusoku,"wind speed"
4232,送料,1499,"general noun",sooryoo,postage
4233,猛攻,1499,"light-verb -suru attached",mookoo,"fierce attack"
4234,造船,1498,"light-verb -suru attached",zoosen,shipbuilding
4235,配給,1498,"light-verb -suru attached",haikyuu,distribution
4236,力説,1498,"light-verb -suru attached",rikisetu,insistence
4237,緩急,1497,"general noun",kankyuu,pace
4238,事案,1496,"general noun",zian,concern
4239,農政,1495,"general noun",noosei,"agricultural administration"
4240,痴漢,1494,"general noun",tikan,masher
4241,署長,1493,"general noun",syotyoo,chief
4242,紅葉,1492,"light-verb -suru attached",kooyoo,"autumn colours"
4243,食用,1492,"general noun",syokuyoo,"for use as food"
4244,堅守,1491,"light-verb -suru attached",kensyu,"strong defense"
4245,年率,1491,"general noun",nenritu,"annual rate"
4246,強姦,1490,"light-verb -suru attached",gookan,rape
4247,過大,1487,"adjectival noun, na-adjective",kadai,excessive
4248,全集,1487,"general noun",zensyuu,"complete works"
4249,敵失,1487,"general noun",tekisitu,"error made by the enemy or opposing team"
4250,増幅,1486,"light-verb -suru attached",zoohuku,amplification
4251,強固,1485,"adjectival noun, na-adjective",kyooko,firmness
4252,利権,1483,"general noun",riken,interest
4253,満載,1482,"light-verb -suru attached",mansai,"fully loaded"
4254,完結,1481,"light-verb -suru attached",kanketu,conclusion
4255,寄席,1480,"general noun",yose,"entertainment hall"
4256,対等,1480,"adjectival noun, na-adjective",taitoo,equality
4257,用途,1480,"general noun",yooto,use
4258,回帰,1479,"light-verb -suru attached",kaiki,return
4259,弾劾,1479,"light-verb -suru attached",dangai,impeachment
4260,有人,1479,"general noun",yuuzin,manned
4261,税額,1477,"general noun",zeigaku,"amount of tax"
4262,歌声,1476,"general noun",utagoe,"singing voice"
4263,薬品,1476,"general noun",yakuhin,medicine
4264,火力,1475,"general noun",karyoku,"heating power"
4265,宿題,1474,"light-verb -suru attached",syukudai,homework
4266,小幅,1473,"adjectival noun, na-adjective",kohaba,small
4267,会費,1472,"general noun",kaihi,"membership fee"
4268,襲名,1470,"light-verb -suru attached",syuumei,"succession to another's professional name"
4269,定評,1469,"general noun",teihyoo,"established opinion"
4270,特産,1469,"general noun",tokusan,specialty
4271,待望,1468,"light-verb -suru attached",taiboo,"expectant waiting"
4272,退社,1467,"light-verb -suru attached",taisya,resignation
4273,車体,1466,"general noun",syatai,body
4274,土日,1466,"general noun",doniti,weekend
4275,識別,1464,"light-verb -suru attached",sikibetu,discrimination
4276,独創,1463,"light-verb -suru attached",dokusoo,originality
4277,胎児,1462,"general noun",taizi,fetus
4278,服役,1462,"light-verb -suru attached",hukueki,"penal servitude"
4279,窒息,1461,"light-verb -suru attached",tissoku,suffocation
4280,焼酎,1459,"general noun",syootyuu,shochu
4281,兼任,1455,"light-verb -suru attached",kennin,"concurrent post"
4282,再考,1454,"light-verb -suru attached",saikoo,reconsideration
4283,多用,1454,"light-verb -suru attached",tayoo,busyness
4284,内陸,1454,"general noun",nairiku,inland
4285,安価,1453,"adjectival noun, na-adjective",anka,"low price"
4286,帰属,1453,"light-verb -suru attached",kizoku,"belonging to"
4287,硬式,1453,"general noun",koosiki,hardball
4288,凶悪,1452,"adjectival noun, na-adjective",kyooaku,atrocious
4289,素顔,1452,"general noun",sugao,"face with no make-up"
4290,転身,1452,"light-verb -suru attached",tensin,turnover
4291,戯曲,1451,"general noun",gikyoku,play
4292,精査,1449,"light-verb -suru attached",seisa,"close investigation"
4293,中絶,1448,"light-verb -suru attached",tyuuzetu,abortion
4294,中傷,1447,"light-verb -suru attached",tyuusyoo,slander
4295,力量,1447,"general noun",rikiryoo,ability
4296,買春,1445,"light-verb -suru attached",baisyun,"buying sex"
4297,装着,1444,"light-verb -suru attached",sootyaku,equipping
4298,各派,1443,"general noun",kakuha,"each party"
4299,艦船,1443,"general noun",kansen,vessels
4300,党派,1443,"general noun",tooha,faction
4301,冊子,1441,"general noun",sassi,book
4302,進撃,1440,"light-verb -suru attached",singeki,advance
4303,運搬,1439,"light-verb -suru attached",unpan,transport
4304,部署,1439,"general noun",busyo,"one's post"
4305,相対,1438,"general noun",sootai,relativity
4306,野外,1438,"general noun",yagai,outdoors
4307,育英,1437,"light-verb -suru attached",ikuei,education
4308,戸数,1437,"general noun",kosuu,"number of households"
4309,指令,1436,"light-verb -suru attached",sirei,orders
4310,憂慮,1436,"light-verb -suru attached",yuuryo,anxiety
4311,補充,1435,"light-verb -suru attached",hozyuu,supplementation
4312,結審,1434,"light-verb -suru attached",kessin,"conclusion of trial"
4313,常時,1434,"possible to use as an adverb",zyoozi,usually
4314,初段,1433,"general noun",syodan,"lowest grade"
4315,園芸,1432,"general noun",engei,horticulture
4316,初頭,1432,"possible to use as an adverb",syotoo,beginning
4317,熱帯,1432,"general noun",nettai,tropics
4318,便宜,1432,"general noun",bengi,convenience
4319,旅客,1430,"general noun",ryokaku,passenger
4320,遺言,1429,"light-verb -suru attached",yuigon,will
4321,大蔵,1429,"general noun",ookura,"Ministry of Finance"
4322,北上,1429,"light-verb -suru attached",hokuzyoo,"going north"
4323,幕末,1429,"general noun",bakumatu,"closing days of the Tokugawa shogunate"
4324,添加,1428,"light-verb -suru attached",tenka,addition
4325,井戸,1427,"general noun",ido,"water well"
4326,検疫,1427,"light-verb -suru attached",keneki,quarantine
4327,明快,1427,"adjectival noun, na-adjective",meikai,clarion
4328,差額,1426,"general noun",sagaku,balance
4329,出世,1426,"light-verb -suru attached",syusse,"success in life"
4330,普遍,1426,"general noun",huhen,universal
4331,没後,1426,"possible to use as an adverb",botugo,"after death"
4332,果敢,1425,"adjectival noun, na-adjective",kakan,resolute
4333,紙幣,1424,"general noun",sihei,"paper money"
4334,定番,1424,"general noun",teiban,standard
4335,巡視,1423,"light-verb -suru attached",zyunsi,"inspection tour"
4336,公用,1422,"general noun",kooyoo,"government business"
4337,受精,1422,"light-verb -suru attached",zyusei,fertilization
4338,下町,1421,"general noun",sitamati,"low-lying part of a city"
4339,試写,1420,"light-verb -suru attached",sisya,preview
4340,全文,1418,"general noun",zenbun,"whole passage"
4341,主砲,1417,"general noun",syuhoo,"main battery"
4342,投機,1417,"general noun",tooki,speculation
4343,抵触,1416,"light-verb -suru attached",teisyoku,collision
4344,原資,1415,"general noun",gensi,capital
4345,申込,1415,"general noun",moosikomi,application
4346,艦長,1414,"general noun",kantyoo,captain
4347,共闘,1414,"light-verb -suru attached",kyootoo,"joint struggle"
4348,軍部,1414,"general noun",gunbu,"military authorities"
4349,堤防,1414,"general noun",teiboo,bank
4350,薬剤,1414,"general noun",yakuzai,medicine
4351,功労,1413,"general noun",kooroo,"meritorious deed"
4352,社債,1413,"general noun",syasai,"corporate bond"
4353,繁華,1413,"general noun",hanka,bustle
4354,連想,1413,"light-verb -suru attached",rensoo,association
4355,穀物,1412,"general noun",kokumotu,grain
4356,報徳,1411,"general noun",hootoku,"moral requital"
4357,大根,1410,"general noun",daikon,daikon
4358,長考,1410,"light-verb -suru attached",tyookoo,"lengthy consideration"
4359,長身,1410,"general noun",tyoosin,"tall figure"
4360,様式,1410,"general noun",yoosiki,style
4361,演芸,1409,"general noun",engei,entertainment
4362,軟禁,1409,"light-verb -suru attached",nankin,"lenient confinement or house arrest"
4363,手記,1408,"light-verb -suru attached",syuki,note
4364,躍起,1408,"general noun",yakki,desperation
4365,余震,1408,"general noun",yosin,aftershock
4366,兵力,1407,"general noun",heiryoku,"military force"
4367,優良,1407,"general noun",yuuryoo,superior
4368,用具,1407,"general noun",yoogu,tools
4369,考案,1406,"light-verb -suru attached",kooan,plan
4370,商標,1406,"general noun",syoohyoo,trademark
4371,相違,1406,"light-verb -suru attached",sooi,difference
4372,訪韓,1406,"light-verb -suru attached",hookan,"visit to Korea"
4373,遭難,1405,"light-verb -suru attached",soonan,disaster
4374,転嫁,1403,"light-verb -suru attached",tenka,imputation
4375,日誌,1403,"general noun",nissi,journal
4376,樹木,1401,"general noun",zyumoku,"trees and shrubs"
4377,系統,1400,"general noun",keitoo,system
4378,他者,1400,"general noun",tasya,"another person"
4379,奪還,1400,"light-verb -suru attached",dakkan,recovery
4380,炭鉱,1400,"general noun",tankoo,"coal mine"
4381,本塁,1400,"general noun",honrui,base
4382,細部,1399,"general noun",saibu,details
4383,本日,1399,"possible to use as an adverb",honzitu,today
4384,民生,1399,"general noun",minsei,consumer
4385,前頭,1398,"general noun",maegasira,"rank-and-file wrestlers in the highest division"
4386,続発,1398,"light-verb -suru attached",zokuhatu,"coming about"
4387,顕彰,1397,"light-verb -suru attached",kensyoo,honouring
4388,右端,1396,"general noun",migihasi,"right end"
4389,簡素,1396,"adjectival noun, na-adjective",kanso,simplicity
4390,壊滅,1395,"light-verb -suru attached",kaimetu,destruction
4391,水質,1395,"general noun",suisitu,"water quality"
4392,無念,1395,"general noun",munen,chagrin
4393,何者,1394,"general noun",nanimono,who
4394,花束,1394,"general noun",hanataba,"bunch of flowers"
4395,拒絶,1394,"light-verb -suru attached",kyozetu,refusal
4396,心中,1393,"light-verb -suru attached",sinzyuu,"double suicide"
4397,親友,1393,"general noun",sinyuu,"close friend"
4398,僧侶,1392,"general noun",sooryo,priest
4399,校内,1391,"general noun",koonai,"within a school"
4400,今期,1391,"general noun",konki,"the present term"
4401,改装,1389,"light-verb -suru attached",kaisoo,remodelling
4402,女房,1389,"general noun",nyooboo,wife
4403,多大,1389,"adjectival noun, na-adjective",tadai,heavy
4404,領海,1389,"general noun",ryookai,"territorial waters"
4405,左上,1388,"general noun",hidariue,left-upper
4406,弁明,1388,"light-verb -suru attached",benmei,explanation
4407,切実,1386,"adjectival noun, na-adjective",setuzitu,compelling
4408,陪審,1386,"general noun",baisin,jury
4409,密接,1386,"adjectival noun, na-adjective",missetu,related
4410,誠意,1385,"general noun",seii,sincerity
4411,調節,1385,"light-verb -suru attached",tyoosetu,regulation
4412,文理,1385,"general noun",bunri,"literature and science"
4413,減量,1384,"light-verb -suru attached",genryoo,"loss in quantity"
4414,習得,1384,"light-verb -suru attached",syuutoku,learning
4415,宣誓,1384,"light-verb -suru attached",sensei,oath
4416,食欲,1383,"general noun",syokuyoku,appetite
4417,精子,1383,"general noun",seisi,sperm
4418,増設,1383,"light-verb -suru attached",zoosetu,extension
4419,縄文,1383,"general noun",zyoomon,"Jomon period"
4420,無名,1383,"general noun",mumei,unsigned
4421,産科,1382,"general noun",sanka,obstetrics
4422,個室,1381,"general noun",kositu,"private room"
4423,皇族,1380,"general noun",koozoku,"imperial family"
4424,貸出,1380,"general noun",kasidasi,lending
4425,照会,1379,"light-verb -suru attached",syookai,inquiry
4426,新橋,1379,"general noun",sinbasi,Shinbashi
4427,浸水,1379,"light-verb -suru attached",sinsui,inundation
4428,大将,1379,"general noun",taisyoo,general
4429,漁獲,1378,"light-verb -suru attached",gyokaku,fishing
4430,定時,1378,"general noun",teizi,"regular time"
4431,特異,1378,"adjectival noun, na-adjective",tokui,unique
4432,余計,1378,"adjectival noun, na-adjective",yokei,"too many"
4433,最期,1376,"possible to use as an adverb",saigo,"one's last moment"
4434,住職,1376,"general noun",zyuusyoku,"chief priest"
4435,同乗,1376,"light-verb -suru attached",doozyoo,"riding together"
4436,衣類,1375,"general noun",irui,clothes
4437,密室,1375,"general noun",missitu,"room that cannot be entered"
4438,体格,1374,"general noun",taikaku,physique
4439,通路,1374,"general noun",tuuro,passage
4440,日光,1374,"general noun",nikkoo,sunlight
4441,禁輸,1373,"general noun",kinyu,embargo
4442,骨粉,1373,"general noun",koppun,"bone meal"
4443,償還,1373,"light-verb -suru attached",syookan,repayment
4444,傑作,1372,"general noun",kessaku,masterpiece
4445,併用,1371,"light-verb -suru attached",heiyoo,"using together"
4446,予知,1371,"light-verb -suru attached",yoti,foresight
4447,筋力,1370,"general noun",kinryoku,"physical strength"
4448,斜面,1370,"general noun",syamen,slope
4449,当該,1370,"general noun",toogai,appropriate
4450,打倒,1369,"light-verb -suru attached",datoo,knockdown
4451,発給,1369,"light-verb -suru attached",hakkyuu,issuance
4452,別々,1369,"adjectival noun, na-adjective",betubetu,separately
4453,銀河,1368,"general noun",ginga,"Milky Way"
4454,匹敵,1367,"light-verb -suru attached",hitteki,"comparing with"
4455,漫才,1367,"general noun",manzai,"two-person comedy act"
4456,推理,1366,"light-verb -suru attached",suiri,reasoning
4457,病床,1365,"general noun",byoosyoo,sickbed
4458,上辺,1363,"general noun",uwabe,seeming
4459,要項,1363,"general noun",yookoo,"important points"
4460,異変,1361,"general noun",ihen,"unusual phenomenon"
4461,賞味,1361,"light-verb -suru attached",syoomi,relish
4462,沈静,1361,"light-verb -suru attached",tinsei,stillness
4463,奮起,1360,"light-verb -suru attached",hunki,stirring
4464,抑圧,1360,"light-verb -suru attached",yokuatu,check
4465,軍機,1359,"general noun",gunki,"military secret"
4466,周期,1359,"general noun",syuuki,cycle
4467,特権,1359,"general noun",tokken,privilege
4468,突出,1359,"light-verb -suru attached",tossyutu,projection
4469,裏側,1358,"general noun",uragawa,"the reverse"
4470,視力,1357,"general noun",siryoku,eyesight
4471,探知,1357,"light-verb -suru attached",tanti,detection
4472,富裕,1357,"adjectival noun, na-adjective",huyuu,wealth
4473,戦績,1356,"general noun",senseki,"war or military record"
4474,漁協,1355,"general noun",gyokyoo,"fishery cooperative"
4475,送電,1355,"light-verb -suru attached",sooden,"electric supply"
4476,補完,1355,"light-verb -suru attached",hokan,complementation
4477,過疎,1354,"general noun",kaso,depopulation
4478,道警,1354,"general noun",dookei,"Hokkaido Prefectural Police"
4479,生殖,1353,"light-verb -suru attached",seisyoku,reproduction
4480,防護,1353,"light-verb -suru attached",boogo,protection
4481,山林,1352,"general noun",sanrin,"mountain forest"
4482,樹脂,1352,"general noun",zyusi,resin
4483,固有,1351,"general noun",koyuu,characteristic
4484,論告,1351,"light-verb -suru attached",ronkoku,"prosecutor's closing argument"
4485,工房,1350,"general noun",kooboo,workshop
4486,芸人,1349,"general noun",geinin,player
4487,条文,1349,"general noun",zyoobun,text
4488,領有,1349,"light-verb -suru attached",ryooyuu,possession
4489,鉱山,1348,"general noun",koozan,mine
4490,登記,1348,"light-verb -suru attached",tooki,registry
4491,獣医,1347,"general noun",zyuui,veterinarian
4492,小麦,1347,"general noun",komugi,wheat
4493,照合,1347,"light-verb -suru attached",syoogoo,collation
4494,惜敗,1347,"light-verb -suru attached",sekihai,"regrettable defeat"
4495,名刺,1347,"general noun",meisi,"business card"
4496,眼鏡,1346,"general noun",megane,spectacles
4497,言明,1346,"light-verb -suru attached",genmei,declaration
4498,交戦,1346,"light-verb -suru attached",koosen,war
4499,堅実,1345,"adjectival noun, na-adjective",kenzitu,steady
4500,後者,1343,"general noun",koosya,"the latter"
4501,有望,1340,"adjectival noun, na-adjective",yuuboo,"good prospects"
4502,来夏,1340,"possible to use as an adverb",raika,"next summer"
4503,温存,1339,"light-verb -suru attached",onzon,preserve
4504,潜伏,1339,"light-verb -suru attached",senpuku,concealment
4505,忠実,1339,"adjectival noun, na-adjective",tyuuzitu,faithful
4506,三男,1338,"general noun",sannan,"three sons"
4507,賞状,1338,"general noun",syoozyoo,"honorable certificate"
4508,扶養,1338,"light-verb -suru attached",huyoo,support
4509,洋服,1337,"general noun",yoohuku,"Western-style clothes"
4510,外壁,1336,"general noun",gaiheki,"outer wall"
4511,助長,1336,"light-verb -suru attached",zyotyoo,promotion
4512,主審,1335,"general noun",syusin,"chief umpire"
4513,名曲,1335,"general noun",meikyoku,"famous music"
4514,離陸,1334,"light-verb -suru attached",ririku,takeoff
4515,主題,1333,"general noun",syudai,subject
4516,大雪,1333,"general noun",ooyuki,"heavy snow"
4517,年余,1333,suffix,nenyo,"more than a year"
4518,株券,1332,"general noun",kabuken,"stock certificate"
4519,要所,1332,"general noun",yoosyo,"important point"
4520,信越,1331,"general noun",sinetu,"region on Japan Sea side of Japan west of Tokyo"
4521,力投,1329,"general noun",rikitoo,"powerful pitching"
4522,出題,1328,"light-verb -suru attached",syutudai,"setting a question"
4523,納豆,1328,"general noun",nattoo,natto
4524,承諾,1327,"light-verb -suru attached",syoodaku,consent
4525,流域,1327,"general noun",ryuuiki,basin
4526,起源,1326,"general noun",kigen,origin
4527,越境,1325,"light-verb -suru attached",ekkyoo,"border transgression"
4528,物産,1325,"general noun",bussan,product
4529,管内,1324,"general noun",kannai,"within the jurisdiction of"
4530,選者,1324,"general noun",senzya,judge
4531,同誌,1324,"general noun",doosi,"same magazine"
4532,頻発,1324,"light-verb -suru attached",hinpatu,frequency
4533,空洞,1323,"general noun",kuudoo,cave
4534,証書,1323,"general noun",syoosyo,bond
4535,悪手,1322,"general noun",akusyu,"poor move"
4536,請負,1322,"light-verb -suru attached",ukeoi,contract
4537,排気,1322,"light-verb -suru attached",haiki,exhaust
4538,合祀,1321,"light-verb -suru attached",goosi,"enshrining together"
4539,劇作,1320,"general noun",gekisaku,"play writing"
4540,公言,1319,"light-verb -suru attached",koogen,declaration
4541,正統,1318,"general noun",seitoo,legitimate
4542,分社,1318,"general noun",bunsya,"branch shrine"
4543,仮名,1317,"general noun",kamei,alias
4544,男優,1317,"general noun",danyuu,actor
4545,幕下,1316,"general noun",makusita,"third highest division"
4546,声楽,1315,"general noun",seigaku,"vocal music"
4547,屋内,1314,"general noun",okunai,indoor
4548,何事,1313,"general noun",nanigoto,what
4549,傾斜,1313,"light-verb -suru attached",keisya,inclination
4550,密集,1313,"light-verb -suru attached",missyuu,crowd
4551,懐疑,1312,"light-verb -suru attached",kaigi,doubt
4552,屋敷,1311,"general noun",yasiki,residence
4553,法科,1311,"general noun",hooka,"law department or law school"
4554,一周,1310,"light-verb -suru attached",issyuu,"once around"
4555,生地,1310,"general noun",kizi,cloth
4556,内臓,1310,"general noun",naizoo,"internal organs"
4557,破片,1310,"general noun",hahen,fragment
4558,奔走,1310,"light-verb -suru attached",honsoo,"running about"
4559,青空,1309,"general noun",aozora,"blue sky"
4560,欲望,1309,"general noun",yokuboo,desire
4561,分布,1308,"light-verb -suru attached",bunpu,distribution
4562,履歴,1308,"general noun",rireki,"personal history"
4563,栄光,1307,"general noun",eikoo,glory
4564,葛藤,1307,"general noun",kattoo,conflict
4565,劣勢,1307,"general noun",ressei,inferiority
4566,園長,1306,"general noun",entyoo,"head of a garden"
4567,月例,1306,"general noun",geturei,monthly
4568,施政,1306,"general noun",sisei,government
4569,妥結,1306,"light-verb -suru attached",daketu,settlement
4570,中軸,1306,"general noun",tyuuziku,axis
4571,病棟,1306,"general noun",byootoo,ward
4572,結末,1305,"general noun",ketumatu,end
4573,地名,1305,"general noun",timei,"place name"
4574,下部,1304,"general noun",kabu,"lower part"
4575,各省,1304,"general noun",kakusyoo,"each ministry"
4576,管轄,1304,"light-verb -suru attached",kankatu,jurisdiction
4577,国歌,1304,"general noun",kokka,"national anthem"
4578,隊長,1304,"general noun",taityoo,"commanding officer"
4579,反転,1304,"light-verb -suru attached",hanten,"rolling over"
4580,好意,1303,"general noun",kooi,"good will"
4581,真夏,1303,"possible to use as an adverb",manatu,midsummer
4582,下校,1302,"light-verb -suru attached",gekoo,"coming home from school"
4583,量刑,1302,"general noun",ryookei,"judge's sentence"
4584,矯正,1301,"light-verb -suru attached",kyoosei,correction
4585,視界,1301,"general noun",sikai,"field of vision"
4586,個所,1300,"general noun",kasyo,passage
4587,消火,1300,"light-verb -suru attached",syooka,"fire fighting"
4588,抗告,1299,"light-verb -suru attached",kookoku,appeal
4589,自称,1298,"light-verb -suru attached",zisyoo,self-alleged
4590,宗派,1298,"general noun",syuuha,sect
4591,封筒,1298,"general noun",huutoo,envelope
4592,割安,1297,"adjectival noun, na-adjective",wariyasu,economical
4593,出港,1297,"light-verb -suru attached",syukkoo,departure
4594,返却,1297,"light-verb -suru attached",henkyaku,"return of something"
4595,予断,1297,"light-verb -suru attached",yodan,guessing
4596,漁師,1295,"general noun",ryoosi,fisherman
4597,接点,1295,"general noun",setten,"tangent point"
4598,転居,1295,"light-verb -suru attached",tenkyo,moving
4599,同種,1295,"general noun",doosyu,"same kind"
4600,会頭,1294,"general noun",kaitoo,"society president"
4601,海水,1294,"general noun",kaisui,"ocean water"
4602,客席,1293,"general noun",kyakuseki,"guest seating"
4603,併合,1293,"light-verb -suru attached",heigoo,merger
4604,還暦,1292,"general noun",kanreki,"60th birthday"
4605,苦言,1292,"general noun",kugen,"candid advice"
4606,戦国,1292,"general noun",sengoku,"belligerent country"
4607,電動,1292,"general noun",dendoo,electric
4608,故意,1289,"general noun",koi,intention
4609,訴状,1289,"general noun",sozyoo,petition
4610,累積,1289,"light-verb -suru attached",ruiseki,accumulation
4611,屈辱,1288,"general noun",kutuzyoku,disgrace
4612,新薬,1288,"general noun",sinyaku,"new medicine"
4613,泥沼,1288,"general noun",doronuma,bog
4614,巡礼,1287,"light-verb -suru attached",zyunrei,pilgrimage
4615,先番,1285,"general noun",senban,precedence
4616,発祥,1285,"light-verb -suru attached",hassyoo,origin
4617,師事,1284,"light-verb -suru attached",sizi,"study under"
4618,行員,1283,"general noun",kooin,"bank clerk"
4619,儀式,1282,"general noun",gisiki,ceremony
4620,子孫,1280,"general noun",sison,descendants
4621,創部,1279,"general noun",soobu,"establishing a club"
4622,潮流,1278,"general noun",tyooryuu,tide
4623,布石,1278,"light-verb -suru attached",huseki,"strategic arrangement of go stones"
4624,作製,1277,"light-verb -suru attached",sakusei,manufacture
4625,人身,1276,"general noun",zinsin,"the human body"
4626,部数,1276,"general noun",busuu,"no. of copies"
4627,歩調,1276,"general noun",hotyoo,pace
4628,至上,1275,"general noun",sizyoo,supremacy
4629,鈍化,1275,"light-verb -suru attached",donka,"becoming dull"
